overlay_id,source_table,source_row_id,title,target_state,target_locality,place_signal,display_label,map_display_status
maplead_9f7ec8aae373c4761afce31a,release_lead_overlay_items,rellead_555aab1910b0b516b5bc66a4,Canberra Museum and Gallery ACT 1965 ghost expansion lead,ACT,Canberra,Canberra,Research lead overlay,overlay_not_public_map
maplead_45acd1c4abbd7a5305032f68,release_lead_overlay_items,rellead_82f0d7b7cd54e21cc0e4af52,ANU Archives ACT 1965 ghost expansion lead,ACT,Yarralumla,Yarralumla,Research lead overlay,overlay_not_public_map
maplead_b7aaa8c4b555efcea5e72b62,release_lead_overlay_items,rellead_25677054438904df81b1eb48,ANU Archives ACT 1965 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_96109dfac96a723b9f37002d,release_lead_overlay_items,rellead_20e2f4d7d14fc634022917a2,ArchivesACT ACT 1965 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_96d4c9e256dd995a37e78821,release_lead_overlay_items,rellead_469c69f6188cfef192e02929,ArchivesACT / ACT Memory ACT 1965 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_33c7cdf99665df7dd4e3e544,release_lead_overlay_items,rellead_1ff59176979cadc7c201c1b0,ACT Heritage Library ACT 1965 ghost expansion lead,ACT,Acton,Acton,Research lead overlay,overlay_not_public_map
maplead_7854e654c9174a9ca7808a46,release_lead_overlay_items,rellead_3e8fdd45963bc98f2e520e9f,ACT Heritage Library ACT 1965 ghost expansion lead,ACT,Acton,Acton,Research lead overlay,overlay_not_public_map
maplead_11548c121bb0fd3fb1f7f30f,release_lead_overlay_items,rellead_0044c15fedc7b97f573a94f0,ACT Heritage Register ACT 1966 ghost expansion lead,ACT,Yarralumla,Yarralumla,Research lead overlay,overlay_not_public_map
maplead_f941048134769fd9b8c3e96a,release_lead_overlay_items,rellead_642a34c597f88636dfc0a097,ACT Heritage Register ACT 1966 ghost expansion lead,ACT,Yarralumla,Yarralumla,Research lead overlay,overlay_not_public_map
maplead_08b35f6173008761ebeb1030,release_lead_overlay_items,rellead_31b43ae747404f543825b694,National Capital Authority Heritage ACT 1966 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_ae9d2a29d22ab9eb5f23ecc9,release_lead_overlay_items,rellead_a99814fd0c220c0357e8222b,National Trust ACT ACT 1966 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_177f98dfc2e394b2481bc09b,release_lead_overlay_items,rellead_7ddf2bd26f1cf423e2432952,National Trust ACT ACT 1966 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_72f19d7d97b187ecbf1a180a,release_lead_overlay_items,rellead_7ee08366c0b0dc0934c72991,ACT Memory ACT 1966 ghost expansion lead,ACT,Kingston,Kingston,Research lead overlay,overlay_not_public_map
maplead_b616f2495efb39e2ca979092,release_lead_overlay_items,rellead_44a0cb5d24528f35a50d6191,Canberra & District Historical Society ACT 1966 ghost expansion lead,ACT,Kingston,Kingston,Research lead overlay,overlay_not_public_map
maplead_3a4c0c24be2c3dea8de33d56,release_lead_overlay_items,rellead_43459c8bd90b7d61d8ef96b4,Canberra & District Historical Society ACT 1966 ghost expansion lead,ACT,Kingston,Kingston,Research lead overlay,overlay_not_public_map
maplead_0fd78b4c8d0549a8c3bd6403,release_lead_overlay_items,rellead_c38b3053b0c303052636a9cc,Canberra Museum and Gallery ACT 1966 ghost expansion lead,ACT,Acton,Acton,Research lead overlay,overlay_not_public_map
maplead_2b4736daf2ab199f0dce7071,release_lead_overlay_items,rellead_e13595a3ef5f217c30dec47f,Canberra Museum and Gallery ACT 1966 ghost expansion lead,ACT,Acton,Acton,Research lead overlay,overlay_not_public_map
maplead_4ee7bf3e3cc8b503a1fcf66f,release_lead_overlay_items,rellead_2ffc11861ac5fde1b522d8bd,ANU Archives ACT 1966 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_9deed50345eaf1f8f2053609,release_lead_overlay_items,rellead_a53c2eaa217bcb23a055ebbf,ANU Archives ACT 1966 ghost expansion lead,ACT,Hall,Hall,Research lead overlay,overlay_not_public_map
maplead_1dc3f6e8d8a8f87353c25d93,release_lead_overlay_items,rellead_50f08af7e41b50e2b3ab926a,ArchivesACT ACT 1966 ghost expansion lead,ACT,Canberra,Canberra,Research lead overlay,overlay_not_public_map
maplead_a5895fd9158e60112510ae39,release_lead_overlay_items,rellead_4ede58b2393b6a6c013ca5f9,ArchivesACT / ACT Memory ACT 1966 ghost expansion lead,ACT,Canberra,Canberra,Research lead overlay,overlay_not_public_map
maplead_6d521de48563fe1165f93ddd,release_lead_overlay_items,rellead_9838c282c8abec271ea7f6c3,ACT Heritage Library ACT 1966 ghost expansion lead,ACT,Kingston,Kingston,Research lead overlay,overlay_not_public_map
maplead_0ea5237a994221a2c13cb202,release_lead_overlay_items,rellead_c76f85b96da8895e698279ec,ACT Heritage Library ACT 1966 ghost expansion lead,ACT,Kingston,Kingston,Research lead overlay,overlay_not_public_map
maplead_9fd5affa9f98da8f7227b2c9,release_lead_overlay_items,rellead_86d85c68c4bd6e753befd124,Alice Springs Public Library Local History NT 1955 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_dd8b86f5802192a24baefa62,release_lead_overlay_items,rellead_529cc19d30b499e443635330,Alice Springs Public Library Local History NT 1955 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_016b1a8ea2c5c0c3a2507b05,release_lead_overlay_items,rellead_dd7597cae530ba22c8588820,Darwin City Libraries Local History NT 1955 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_91c9460b0691bef70bebbbb1,release_lead_overlay_items,rellead_1cf1bc628caf9d20df5ccc60,Darwin City Libraries Local History NT 1955 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_ff1209f8cd29c19a191b0b66,release_lead_overlay_items,rellead_0ab6e80ad85a5d5dc0c7084b,Tennant Creek and Barkly History NT 1955 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_8809d6b08c4f6f4fcba93856,release_lead_overlay_items,rellead_fb9ef23a7b31c8f965d5591a,NT Heritage Register NT 1955 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_70632b56ba4e1736f4bcee35,release_lead_overlay_items,rellead_385cfc42f281917155e74dc5,National Trust NT NT 1955 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_57022a94f6ea5b848469ef86,release_lead_overlay_items,rellead_6b67848f423c3e5ab0aebbf0,National Trust Northern Territory NT 1955 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_4068b832bd8fdb07145abb86,release_lead_overlay_items,rellead_aab182875185f90fc40701a8,Northern Territory Heritage Register NT 1955 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_dedf66dc3a8318cc6ef38566,release_lead_overlay_items,rellead_410965eacad592d05745256b,Central Australian Historical Society NT 1955 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_2ada7969c9ad41ce665382af,release_lead_overlay_items,rellead_31aa1f1ec84ea502bf2f8d1c,Historical Society of the Northern Territory NT 1955 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_9a8c38d1f044762e8e3b2064,release_lead_overlay_items,rellead_89facc1b3aa0a0ab7ca28fe9,Historical Society of the Northern Territory NT 1955 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_38ffc0cbf49b77a0791ab79f,release_lead_overlay_items,rellead_10c3b52cc3cd26b9a74ba6d4,Katherine Museum NT 1955 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_e08e07c486a488c4a69c2bdf,release_lead_overlay_items,rellead_ee8672b86c82b05c02917174,Museum and Art Gallery of the Northern Territory NT 1955 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_afad1172e04747dd7de13dc0,release_lead_overlay_items,rellead_196a39b3c01667c62a67af0f,Pine Creek Museum NT 1955 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_ce25ac3c1f7412649aaa7d4c,release_lead_overlay_items,rellead_fcb1ac8db9d46291d825cdc4,LANT Archives Navigator NT 1955 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_50cce8b209b66fac04ef4687,release_lead_overlay_items,rellead_e07c6e7262e93fa5cc772d82,Library & Archives NT NT 1955 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_62e0fbb79ba4287ef2bb2270,release_lead_overlay_items,rellead_e91705ad6fdd0e5f72f29dae,Library & Archives NT Catalogue NT 1955 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_afdf490dc119a69d33f3ea27,release_lead_overlay_items,rellead_e1d371da83092232d432fb76,Territory Stories NT 1955 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_7e05f52f3c636e7a17dd125b,release_lead_overlay_items,rellead_16ed7e429d29e24dde2ecf77,Territory Stories NT 1955 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_d650ffdb535d55b0bf04f6a5,release_lead_overlay_items,rellead_d8da742e20fb069fda50e71b,Alice Springs Public Library Local History NT 1956 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_2553a4f2aecb0c2220d368e2,release_lead_overlay_items,rellead_52d9eb2ced476f2c01cd066d,Alice Springs Public Library Local History NT 1956 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_a353dac894a228e5dcacb988,release_lead_overlay_items,rellead_5c7c1a6756e8c54137f728ca,Darwin City Libraries Local History NT 1956 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_8f6648fc3d9e7bda9fe05e33,release_lead_overlay_items,rellead_4e4917dbf50119619360d104,Darwin City Libraries Local History NT 1956 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_45f7887cd2e8e3a435b30385,release_lead_overlay_items,rellead_48051d2fd665be5b05c25e8e,Tennant Creek and Barkly History NT 1956 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_2ff28ae1647431c0907074a2,release_lead_overlay_items,rellead_0223f8e3eb831adfdc1f2fcb,NT Heritage Register NT 1956 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_accf0c4deb3ef4d0094c140e,release_lead_overlay_items,rellead_7d9aa426ff5ecee6ceefc4e4,National Trust NT NT 1956 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_d0e0124af767b94a3eafd8d1,release_lead_overlay_items,rellead_6e0d0c0759fad8bdad7e5620,National Trust Northern Territory NT 1956 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_c6138c5f84f842b4f12d9548,release_lead_overlay_items,rellead_c78e4a88e6362ee9c808b66d,Northern Territory Heritage Register NT 1956 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_11e62cadfbf951295c41aa56,release_lead_overlay_items,rellead_be7b1202867259d337efbf7b,Central Australian Historical Society NT 1956 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_319a0010f62ec8a39c22f131,release_lead_overlay_items,rellead_f0a690f5a14138f6308dca3c,Historical Society of the Northern Territory NT 1956 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_e4e83c9e25c93905503f59fe,release_lead_overlay_items,rellead_8d9beba6537c68847604f048,Historical Society of the Northern Territory NT 1956 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_eb309ddfb7b5a320f9bf01fd,release_lead_overlay_items,rellead_9228b2b23dd4a9fdb8e93f5e,Katherine Museum NT 1956 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_56c6cc10b13542f74987cdfe,release_lead_overlay_items,rellead_3918e4b7026c8aade4771eb9,Museum and Art Gallery of the Northern Territory NT 1956 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_c240f149276a58bef78ca42e,release_lead_overlay_items,rellead_9e1b0faf0c0f8e974b20a3f8,Pine Creek Museum NT 1956 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_08784c28a894930a7e0ffd4a,release_lead_overlay_items,rellead_4c8964312b792e49bc715559,LANT Archives Navigator NT 1956 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_74e9e4f29dbd735da53630a1,release_lead_overlay_items,rellead_5002d1cb0537e9a06dc4333c,Library & Archives NT NT 1956 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_5c3af432a84b5e65c410dc3c,release_lead_overlay_items,rellead_67fbac20dea4a760504911ea,Library & Archives NT Catalogue NT 1956 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_64518459cc9905a38719b850,release_lead_overlay_items,rellead_902124b8142394faf3c31e87,Territory Stories NT 1956 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_5a0a6a1c62b84fd1fba04930,release_lead_overlay_items,rellead_cb8c3ce0446571b434240429,Territory Stories NT 1956 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_30dc26f0a9dcd260154fb4da,release_lead_overlay_items,rellead_78ee512455039a686c9c14ba,Alice Springs Public Library Local History NT 1957 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_f5e3bd0b7a5a5e75fad45876,release_lead_overlay_items,rellead_85b959393a39fe86ce916985,Alice Springs Public Library Local History NT 1957 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_e6c5d8cf95e9df6a6a8667be,release_lead_overlay_items,rellead_716d17f65fe86e04e419f822,Darwin City Libraries Local History NT 1957 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_d191bbd552620a5062b39788,release_lead_overlay_items,rellead_0d70dbf3d4de72e0c1e3241d,Darwin City Libraries Local History NT 1957 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_f06cf6aa9d2de1100de355c4,release_lead_overlay_items,rellead_4cdc7c5aa17b68f624f28fba,Tennant Creek and Barkly History NT 1957 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_6580e345b5a9fa68f9ab8723,release_lead_overlay_items,rellead_4fd63349bdcb47b2214ed27b,NT Heritage Register NT 1957 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_1ae22d9156134b5fe7cf09f8,release_lead_overlay_items,rellead_f87e772abafae6b30bdbf2e0,National Trust NT NT 1957 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_528da7a1d913b36bd5fc24aa,release_lead_overlay_items,rellead_cdb4a58d0812302ac07f584f,National Trust Northern Territory NT 1957 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_386dc367a28ea81470626d13,release_lead_overlay_items,rellead_80bba2d395acda42248cafeb,Northern Territory Heritage Register NT 1957 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_4b1731e7f35e7cfd76321677,release_lead_overlay_items,rellead_32b37b4821b95bb6344eb8c5,Central Australian Historical Society NT 1957 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_f1a7a8b93e85af8a60f3ffbd,release_lead_overlay_items,rellead_419a928dd2f066f025ab1d3d,Historical Society of the Northern Territory NT 1957 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_962e7fd2ed2c51edd67adba1,release_lead_overlay_items,rellead_8109048068b13c6bb9949d25,Historical Society of the Northern Territory NT 1957 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_eedc85cfb0cef49a24b37c39,release_lead_overlay_items,rellead_85dfb9c93f7cf1ecb46a96f6,Katherine Museum NT 1957 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_d25bfdd1a9c7fc23192ed420,release_lead_overlay_items,rellead_0a799ee6f4ae6387b40eb28e,Museum and Art Gallery of the Northern Territory NT 1957 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_18257d79d0b646fd37c593bc,release_lead_overlay_items,rellead_462cad3f1e4c46cd368453f3,Pine Creek Museum NT 1957 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_5fc04671dc5963d84ccc84f5,release_lead_overlay_items,rellead_e6b87d596c1abe853a74be7c,LANT Archives Navigator NT 1957 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_31345938dc877f4a1407b232,release_lead_overlay_items,rellead_36756bc9611ef38a6fd3a11c,Library & Archives NT NT 1957 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_dc8a846d20f5455e8e1e25cb,release_lead_overlay_items,rellead_9254c7f055b68c557f66150f,Library & Archives NT Catalogue NT 1957 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_3d03753d18e63d35d0bf11fa,release_lead_overlay_items,rellead_da0ca892729b3304deada0ca,Territory Stories NT 1957 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_c125961a8b9fe00b16857646,release_lead_overlay_items,rellead_e2abc9adc52c5e99cd1c133c,Territory Stories NT 1957 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_adce74e0865a43001b7a7807,release_lead_overlay_items,rellead_f34ae9c3196a53493c987357,Alice Springs Public Library Local History NT 1958 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_c856a154b9805c1beaa0d2bd,release_lead_overlay_items,rellead_f5d446e625fc508eb5ddc91d,Alice Springs Public Library Local History NT 1958 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_c8a9d57aa8a6f96bd6ead1e6,release_lead_overlay_items,rellead_ae01220eb0a9008dddb09ff9,Darwin City Libraries Local History NT 1958 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_156408ee04765d4d6637579f,release_lead_overlay_items,rellead_fc99e3ddc6444a4c472b556d,Darwin City Libraries Local History NT 1958 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_7aaee0b703b15be06d61a759,release_lead_overlay_items,rellead_3fdc8f754c952159c0975cce,Tennant Creek and Barkly History NT 1958 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_4ee125d786789084ebf90237,release_lead_overlay_items,rellead_0c473813aa770704741de32d,NT Heritage Register NT 1958 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_42e18fc79bea120077b409a6,release_lead_overlay_items,rellead_97982ba75ca095f480f9c9a2,National Trust NT NT 1958 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_66a7df72be34ee3ccaa91e68,release_lead_overlay_items,rellead_39c7fe8bc65c40f3db4a4733,National Trust Northern Territory NT 1958 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_3a0e0317852725596dcffea6,release_lead_overlay_items,rellead_4ed2179dcad8779a6336fe3a,Northern Territory Heritage Register NT 1958 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_d9fd3b1c2f99d16235a53691,release_lead_overlay_items,rellead_7f6efa19ee0b91dbdaa39db7,Central Australian Historical Society NT 1958 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_ffb8b04dd1fc577d8ceb5d41,release_lead_overlay_items,rellead_a14fee9d9dfd646b4640069f,Historical Society of the Northern Territory NT 1958 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_cd0a40646445fd9600a39b7d,release_lead_overlay_items,rellead_a8640af53f8324ac40308a68,Historical Society of the Northern Territory NT 1958 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_df14125892fbbe80d61c0796,release_lead_overlay_items,rellead_7c6b2d7f8d03021f33844e03,Katherine Museum NT 1958 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_4df622437632a47f4767ba46,release_lead_overlay_items,rellead_369d64878a811b0b7d4e472d,Museum and Art Gallery of the Northern Territory NT 1958 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_347b408b2845ee26092f23a5,release_lead_overlay_items,rellead_25d3ca66a224e49b9d47e250,Pine Creek Museum NT 1958 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_2c59c22cbfb581938638bbd5,release_lead_overlay_items,rellead_08b8a3040eb5509e5ffacdc5,LANT Archives Navigator NT 1958 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_e41fa5eb757acf00afbb5cba,release_lead_overlay_items,rellead_475621ed130bb2a9aec88438,Library & Archives NT NT 1958 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_d071aec04bb7df4fabd31f5b,release_lead_overlay_items,rellead_0ad8f04f950a9222012d3ab9,Library & Archives NT Catalogue NT 1958 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_cc89959601809545020f159a,release_lead_overlay_items,rellead_a938cbcac8a45bb9d15a4cc4,Territory Stories NT 1958 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_5265b22ac26bd8aafe9c2823,release_lead_overlay_items,rellead_21bc26d0c244e90d5452cb3c,Territory Stories NT 1958 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_b2ba61bb3d62f658c5a99e45,release_lead_overlay_items,rellead_de2b2f61fed6ff8930189ecb,Alice Springs Public Library Local History NT 1959 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_71c4b8519494798ff6f5f8bb,release_lead_overlay_items,rellead_4dfd9c95c087f4f42383c0e6,Alice Springs Public Library Local History NT 1959 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_0295e53917cab34ec35c7e8c,release_lead_overlay_items,rellead_b5c81d3c12038a40a20baee8,Darwin City Libraries Local History NT 1959 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_e144489b9673ab816a43b4ae,release_lead_overlay_items,rellead_6d282db55a2336b950cfce97,Darwin City Libraries Local History NT 1959 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_7f402fa435903a27e9bb3e40,release_lead_overlay_items,rellead_143d1c63b8b794eebb14ab84,Tennant Creek and Barkly History NT 1959 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_85f2d1d2528c8a2016ed51ea,release_lead_overlay_items,rellead_df879e42d5542e7808651b37,NT Heritage Register NT 1959 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_f2eb0a99fb383e29488d3ffe,release_lead_overlay_items,rellead_8a3de325d99965e81cec868f,National Trust NT NT 1959 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_d8017dd9f3431d2dcbec98c1,release_lead_overlay_items,rellead_05ed145e6384a0a8c461fd9e,National Trust Northern Territory NT 1959 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_a617a928d442e038b7863a1e,release_lead_overlay_items,rellead_52c41a45cccf254672f99742,Northern Territory Heritage Register NT 1959 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_fdd34199c8585edaea784d1d,release_lead_overlay_items,rellead_b90d7054704b33a0bc0e056d,Central Australian Historical Society NT 1959 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_026cc3a58c27b2652ce4f79c,release_lead_overlay_items,rellead_92f6f42b2c643b9c6c1968c0,Historical Society of the Northern Territory NT 1959 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_d8b60bf93105e609b3deaa50,release_lead_overlay_items,rellead_76e50422eda9bbd393f0053e,Historical Society of the Northern Territory NT 1959 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_bd25680e3afff494cfe1227a,release_lead_overlay_items,rellead_12b85bcae98f62585d43e182,Katherine Museum NT 1959 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_5847045d5407c500e4168b95,release_lead_overlay_items,rellead_77cd0eea0544460ce0e2da45,Museum and Art Gallery of the Northern Territory NT 1959 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_a5846c41319b8d1a6c432eb2,release_lead_overlay_items,rellead_805e5c23536aaa3434120a9b,Pine Creek Museum NT 1959 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_c09feafadb7d31cf450dc810,release_lead_overlay_items,rellead_6c7eb0137bd4a64c25d3daef,LANT Archives Navigator NT 1959 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_4357bde9ad0eecff93aa39bd,release_lead_overlay_items,rellead_6fb44c1b07919303127c4125,Library & Archives NT NT 1959 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_a870ffb6240c031dbcfa2125,release_lead_overlay_items,rellead_783d3efc087c1770f9074474,Library & Archives NT Catalogue NT 1959 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_11f3067b87f2cd29af6e248d,release_lead_overlay_items,rellead_c732b7ba8cb0ca23259327cc,Territory Stories NT 1959 release patch,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_9dae7e940235bd361123a407,release_lead_overlay_items,rellead_dc5e4440b227434b6a058d58,Territory Stories NT 1959 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_09456b690573bfe7ef5e1cf8,release_lead_overlay_items,rellead_6503c3bf8815ad57580befa9,Alice Springs Public Library Local History NT 1960 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_a88f4d8e6674275699288fcc,release_lead_overlay_items,rellead_ec9758ded763519d493ddbe9,Alice Springs Public Library Local History NT 1960 release patch,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_d0b60cd4f4c9ee86dbd7e487,release_lead_overlay_items,rellead_55db47ac1e2e11c3d851ea6a,Darwin City Libraries Local History NT 1960 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_62b40c9e48abd33918cd41b9,release_lead_overlay_items,rellead_aa1f4020217cc1abbcce8a4d,Darwin City Libraries Local History NT 1960 release patch,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_3c63f1a9749cc8c7a712af9d,release_lead_overlay_items,rellead_e41f4476a36060bfe9304210,Tennant Creek and Barkly History NT 1960 release patch,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_3cd026cd49a97de4af6ae5aa,release_lead_overlay_items,rellead_0f94a38e557558522f7fb376,NT Heritage Register NT 1960 release patch,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
