schema_version,candidate_id,run_id,candidate_status,source_name,source_type,source_tier,title,publication_or_organisation,publication_date_text,url,canonical_url,external_id,narrative_type,secondary_role,australian_relation,humanoid_basis,source_label,location_text,location_role,ethics_review_status,cultural_sensitivity,acceptance_decision,rejection_reason,evidence_summary,raw_metadata_json,created_at,updated_at,latitude,longitude,location_precision,geocode_source,geocode_verification_status,coordinate_evidence_note,duplicate_check_status,quality_class,access_date,publicness_status,rights_access_status
2.0.0,347,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2021-revealed/,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2021-revealed/,https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2021-revealed,public-web:0c7b9e3cd58850310027,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. No full-text reproduction is asserted; the page should be reviewed against its public source before analysis.,"{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:01+00:00"", ""http_status"": """", ""lead_status"": ""fetch_failed"", ""matched_terms"": """", ""person_form_terms"": """", ""review_note"": ""HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/tasmanias-favourite-reads-of-2021-revealed/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))"", ""snippet"": """", ""supernatural_terms"": """", ""text_length"": ""0"", ""title"": """", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2021-revealed/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,348,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,Tasmaniaâs favourite reads of 2025 - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2025/,https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2025,public-web:afe1098aa445f3a5ba64,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: Tasmaniaâs favourite reads of 2025 - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study su","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:02+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Tasmaniaâs favourite reads of 2025 - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study su"", ""supernatural_terms"": """", ""text_length"": ""5171"", ""title"": ""Tasmaniaâs favourite reads of 2025 - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/tasmanias-favourite-reads-of-2025/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,349,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,Tasmania's memory moves into the future - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/tasmanias-memory-moves-into-the-future/,https://libraries.tas.gov.au/about-us/media-releases/tasmanias-memory-moves-into-the-future,public-web:4c74e81d0a38dddb4b76,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: Tasmania's memory moves into the future - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:03+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Tasmania's memory moves into the future - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study"", ""supernatural_terms"": """", ""text_length"": ""6943"", ""title"": ""Tasmania's memory moves into the future - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/tasmanias-memory-moves-into-the-future/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,350,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,https://libraries.tas.gov.au/about-us/media-releases/temporary-library-services-for-the-burnie-community/,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/temporary-library-services-for-the-burnie-community/,https://libraries.tas.gov.au/about-us/media-releases/temporary-library-services-for-the-burnie-community,public-web:af2ba87287c154cd8d46,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. No full-text reproduction is asserted; the page should be reviewed against its public source before analysis.,"{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:03+00:00"", ""http_status"": """", ""lead_status"": ""fetch_failed"", ""matched_terms"": """", ""person_form_terms"": """", ""review_note"": ""HTTPSConnectionPool(host='libraries.tas.gov.au', port=443): Max retries exceeded with url: /about-us/media-releases/temporary-library-services-for-the-burnie-community/ (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)')))"", ""snippet"": """", ""supernatural_terms"": """", ""text_length"": ""0"", ""title"": """", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/temporary-library-services-for-the-burnie-community/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,351,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,"Thank you, Libraries Tasmania volunteers - Libraries Tasmania",Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/thank-you-libraries-tasmania-volunteers/,https://libraries.tas.gov.au/about-us/media-releases/thank-you-libraries-tasmania-volunteers,public-web:55e81391c8ac45b4dcb6,spirit_person_narrative,heritage_discourse,Australian public source or Australian place association,spirit-person or human-like spirit narrative,Spirit,TAS,legend_associated_place,ok_public,low,not_accepted,broad_spirit_or_legend_term_requires_manual_review,"The public source page is a review candidate for a Spirit record associated with TAS. Public page excerpt: Thank you, Libraries Tasmania volunteers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Stud","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:04+00:00"", ""http_status"": ""200"", ""lead_status"": ""review_candidate"", ""matched_terms"": ""spirit;man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Thank you, Libraries Tasmania volunteers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Stud"", ""supernatural_terms"": ""spirit"", ""text_length"": ""7048"", ""title"": ""Thank you, Libraries Tasmania volunteers - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/thank-you-libraries-tasmania-volunteers/""}}",2026-06-21T14:37:30+00:00,2026-06-21 14:38:55,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,352,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,Thanking Libraries Tasmania volunteers - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/thanking-libraries-tasmania-volunteers-during-national-volunteer-week/,https://libraries.tas.gov.au/about-us/media-releases/thanking-libraries-tasmania-volunteers-during-national-volunteer-week,public-web:3a66b052e1c70f639326,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: Thanking Libraries Tasmania volunteers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:05+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Thanking Libraries Tasmania volunteers - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study "", ""supernatural_terms"": """", ""text_length"": ""6329"", ""title"": ""Thanking Libraries Tasmania volunteers - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/thanking-libraries-tasmania-volunteers-during-national-volunteer-week/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,353,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,Try something new during Tasmania Reads Week 17 to 23 March - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/try-something-new-during-tasmania-reads-week-17-to-23-march/,https://libraries.tas.gov.au/about-us/media-releases/try-something-new-during-tasmania-reads-week-17-to-23-march,public-web:c8acd503bf37f80b52cc,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: Try something new during Tasmania Reads Week 17 to 23 March - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:05+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Try something new during Tasmania Reads Week 17 to 23 March - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing "", ""supernatural_terms"": """", ""text_length"": ""6697"", ""title"": ""Try something new during Tasmania Reads Week 17 to 23 March - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/try-something-new-during-tasmania-reads-week-17-to-23-march/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,354,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,What a difference: a decade of 26Ten at Libraries Tasmania - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/what-a-difference-a-decade-of-26ten-at-libraries-tasmania/,https://libraries.tas.gov.au/about-us/media-releases/what-a-difference-a-decade-of-26ten-at-libraries-tasmania,public-web:67b2aa070d40f3ddd274,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: What a difference: a decade of 26Ten at Libraries Tasmania - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing a","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:06+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""What a difference: a decade of 26Ten at Libraries Tasmania - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing a"", ""supernatural_terms"": """", ""text_length"": ""7218"", ""title"": ""What a difference: a decade of 26Ten at Libraries Tasmania - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/what-a-difference-a-decade-of-26ten-at-libraries-tasmania/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,355,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,What were Tasmaniaâs favourite reads in 2023? - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/what-were-tasmanias-favourite-reads-in-2023/,https://libraries.tas.gov.au/about-us/media-releases/what-were-tasmanias-favourite-reads-in-2023,public-web:ffb08a40f3359d05fb91,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: What were Tasmaniaâs favourite reads in 2023? - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths he","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:06+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""What were Tasmaniaâs favourite reads in 2023? - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths he"", ""supernatural_terms"": """", ""text_length"": ""6526"", ""title"": ""What were Tasmaniaâs favourite reads in 2023? - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/what-were-tasmanias-favourite-reads-in-2023/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,356,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,Write a love letter to your library - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/write-a-love-letter-to-your-library/,https://libraries.tas.gov.au/about-us/media-releases/write-a-love-letter-to-your-library,public-web:bfbb28cc06d4dee870ef,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: Write a love letter to your library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study sup","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:07+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Write a love letter to your library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and maths help Study sup"", ""supernatural_terms"": """", ""text_length"": ""6481"", ""title"": ""Write a love letter to your library - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/write-a-love-letter-to-your-library/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,357,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,Young Tasmanians take the spotlight this Youth Week - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/young-tasmanians-take-the-spotlight-this-youth-week/,https://libraries.tas.gov.au/about-us/media-releases/young-tasmanians-take-the-spotlight-this-youth-week,public-web:35eedf6c1cd6581d44fe,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: Young Tasmanians take the spotlight this Youth Week - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and math","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:08+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Young Tasmanians take the spotlight this Youth Week - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing and math"", ""supernatural_terms"": """", ""text_length"": ""5214"", ""title"": ""Young Tasmanians take the spotlight this Youth Week - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/young-tasmanians-take-the-spotlight-this-youth-week/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
2.0.0,358,v2_archive_first_web_20260621,lead_only,Libraries Tasmania,institutional_web,B,Youth Speak Out about Reconciliation at Launceston Library - Libraries Tasmania,Libraries Tasmania,"undated public page, accessed 2026-06-21",https://libraries.tas.gov.au/about-us/media-releases/youth-speak-out-about-reconciliation-at-launceston-library/,https://libraries.tas.gov.au/about-us/media-releases/youth-speak-out-about-reconciliation-at-launceston-library,public-web:ef326478d4847abddb35,local_legend,heritage_discourse,Australian public source or Australian place association,human-like figure or person-form narrative,Public person-form supernatural narrative,TAS,legend_associated_place,ok_public,low,not_accepted,requires_location_or_source_review,"The public source page is a review candidate for a Public person-form supernatural narrative record associated with TAS. Public page excerpt: Youth Speak Out about Reconciliation at Launceston Library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing a","{""promotion_policy"": {""discovery_only"": false, ""source_name"": ""Libraries Tasmania"", ""source_tier"": ""B"", ""source_type"": ""institutional_web""}, ""source_lead"": {""generated_at"": ""2026-06-21T14:31:09+00:00"", ""http_status"": ""200"", ""lead_status"": ""weak_lead"", ""matched_terms"": ""man"", ""person_form_terms"": ""man"", ""review_note"": ""Review for person-form narrative, location role, source publicness, and duplication before seeding. Tourism pages are discovery-only unless backed by an institutional, archival, newspaper, book, or community-controlled public source."", ""snippet"": ""Youth Speak Out about Reconciliation at Launceston Library - Libraries Tasmania Skip to main content Join Locations + Hours Search My Account Menu Using the library Membership and borrowing Book Groups Copies from our collections Home Library Service Internet access Library app Meeting rooms for hire Tell us or contribute Get help General enquiries Research and finding information Lifelong learning Reading, writing a"", ""supernatural_terms"": """", ""text_length"": ""6730"", ""title"": ""Youth Speak Out about Reconciliation at Launceston Library - Libraries Tasmania"", ""url"": ""https://libraries.tas.gov.au/about-us/media-releases/youth-speak-out-about-reconciliation-at-launceston-library/""}}",2026-06-21T14:37:30+00:00,2026-06-21T14:37:30+00:00,,,state_or_territory,state_or_unmapped_from_public_page,verified_region,Place inferred from public page title/snippet; state hint=TAS,canonical_url_checked,B,2026-06-21,public_page,public web page; no full reproduction asserted
