route_id,source_organisation,source_family,jurisdiction,status,processed,accepted,duplicates,leads,rejected,acceptance_rate,last_stop_reason,next_action
sprint_abc_exact_qld_nsw_known_sites_04,Australian Broadcasting Corporation,institutional_media_page,QLD/NSW,productive,10,10,1,7,11,1.0000,,Scale productive route
sprint_abc_exact_wa_york_oakabella_retry_05,Australian Broadcasting Corporation,institutional_media_page,WA,productive,10,6,3,3,14,0.6000,,Scale productive route
sprint_abc_exact_sa_tas_known_sites_05,Australian Broadcasting Corporation,institutional_media_page,SA/TAS,low_yield,8,5,2,19,26,0.6250,,Keep as probe/discovery route only
sprint_abc_exact_nt_modern_sites_05,Australian Broadcasting Corporation,institutional_media_page,NT,productive,12,9,8,11,56,0.7500,,Scale productive route
sprint_abc_exact_modern_bonus_sites_05,Australian Broadcasting Corporation,institutional_media_page,QLD/VIC/ACT/TAS/WA/SA,productive,18,16,7,4,9,0.8889,,Scale productive route
sprint_abc_exact_public_pages_06,Australian Broadcasting Corporation,institutional_media_page,SA/TAS/QLD/NSW/VIC/ACT/WA,productive,15,8,1,0,6,0.5333,,Scale productive route
sprint_abc_exact_public_pages_nt_qld_07,Australian Broadcasting Corporation,institutional_media_page,NT/QLD,low_yield,3,2,0,0,1,0.6667,,Keep as probe/discovery route only
sprint_abc_australias_most_haunted_places_08,Australian Broadcasting Corporation,institutional_media_page,ACT/NSW/SA/WA/QLD,productive,6,6,0,0,0,1.0000,,Scale productive route
sprint_abc_australias_most_haunted_places_rescan_09,Australian Broadcasting Corporation,institutional_media_page,ACT/NSW/SA/WA/QLD,productive,6,6,0,0,0,1.0000,,Scale productive route
sprint_abc_ghosthunters_picton_woodford_10,Australian Broadcasting Corporation,institutional_media_page,NSW,low_yield,2,2,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_qld_ghostbuster_places_rescan_11,Australian Broadcasting Corporation,institutional_media_page,QLD,low_yield,3,0,0,0,3,0.0000,public_page_low_yield_or_exhausted,Keep as probe/discovery route only
sprint_abc_exact_public_pages_rescan_12,Australian Broadcasting Corporation,institutional_media_page,QLD/NSW,low_yield,3,2,0,0,1,0.6667,,Keep as probe/discovery route only
sprint_abc_exact_site_units_rescan_13,Australian Broadcasting Corporation,institutional_media_page,WA/TAS,low_yield,4,2,0,2,0,0.5000,,Keep as probe/discovery route only
sprint_abc_richmond_bridge_exact_14,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,1,0,0,0,1,0.0000,public_page_low_yield_or_exhausted,Keep as probe/discovery route only
sprint_abc_richmond_bridge_exact_15,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,1,0,0,0,1,0.0000,public_page_low_yield_or_exhausted,Keep as probe/discovery route only
sprint_abc_richmond_bridge_exact_16,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_adelaide_gaol_ghostly_sightings_exact_17,Adelaide Gaol,institutional_web,SA,productive,12,8,8,0,4,0.6667,,Scale productive route
sprint_adelaide_gaol_william_ashton_section_18,Adelaide Gaol,institutional_web,SA,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_modern_wa_tas_sa_site_units_19,Australian Broadcasting Corporation,institutional_media_page,WA/TAS/SA,productive,11,9,0,1,1,0.8182,,Scale productive route
sprint_abc_modern_wa_tas_sa_site_units_20,Australian Broadcasting Corporation,institutional_media_page,WA/TAS/SA,low_yield,5,5,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_hobart_distinct_ghost_places_21,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,5,2,0,0,3,0.4000,,Keep as probe/discovery route only
sprint_abc_hobart_named_ghost_sections_22,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,3,3,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_most_haunted_additional_sites_23,Australian Broadcasting Corporation,institutional_media_page,NSW/ACT,low_yield,2,2,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_modern_underrepresented_place_units_24,Australian Broadcasting Corporation,institutional_media_page,WA/TAS/SA/VIC/ACT,low_yield,7,4,0,1,2,0.5714,,Keep as probe/discovery route only
sprint_abc_modern_named_place_units_25,Australian Broadcasting Corporation,institutional_media_page,TAS/QLD/NSW,productive,6,6,0,0,0,1.0000,,Scale productive route
sprint_territory_stories_litchfield_yowie_26,Library & Archives NT,public_repository_ocr_text,NT,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_territory_stories_acacia_hills_yowie_27,Library & Archives NT,public_repository_ocr_text,NT,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_territory_stories_darwin_ambulance_ghost_28,St John Ambulance Australia (NT) / Library & Archives NT,public_repository_newsletter_ocr_text,NT,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_york_wa_distinct_ghost_units_29,Australian Broadcasting Corporation,institutional_media_page,WA,low_yield,2,2,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_albany_spectrum_convict_ghost_30,Australian Broadcasting Corporation,institutional_media_page,WA,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_territory_stories_palmerston_centre_ghost_31,St John Ambulance Australia (NT) / Library & Archives NT,public_repository_newsletter_ocr_text,NT,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_territory_stories_mix1049_darwin_ghost_32,News Corp Australia / Library & Archives NT,public_repository_ocr_text,NT,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_aso_his_masters_ghost_montsalvat_33,National Film and Sound Archive,institutional_media_page,VIC,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_gawler_dead_mans_pass_tree_ghost_34,Town of Gawler Council,municipal_local_history_pdf,SA,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_z_ward_glenside_ghost_sounds_35,Australian Broadcasting Corporation,institutional_media_page,SA,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_willow_court_sarah_spirit_36,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_willow_court_doctor_spirit_37,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_willow_court_documentary_context_38,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,1,0,0,0,1,0.0000,route_cursor_exhausted,Keep as probe/discovery route only
sprint_abc_bayview_hotel_stanley_ghost_39,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_majestic_theatre_pomona_woman_40,Australian Broadcasting Corporation,institutional_media_page,QLD,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_exact_public_place_wave_42,National Trust / Australian Broadcasting Corporation,institutional_history_and_media_pages,WA/TAS/VIC/NSW,low_yield,8,5,0,0,3,0.6250,,Keep as probe/discovery route only
sprint_exact_public_place_reviewed_snippets_43,National Trust / Australian Broadcasting Corporation,institutional_history_and_media_pages,TAS/VIC,low_yield,2,2,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_exact_public_place_reviewed_snippets_44,National Trust / Australian Broadcasting Corporation,institutional_history_and_media_pages,TAS/VIC,low_yield,3,3,2,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_wa_nt_sa_tas_map_gap_wave_45,Australian Broadcasting Corporation,institutional_media_page,WA/NT/SA/TAS,productive,10,7,5,26,23,0.7000,,Scale productive route
sprint_abc_modern_undercovered_map_gap_wave_46,Australian Broadcasting Corporation,institutional_media_page,WA/NT/SA/TAS/VIC/ACT,low_yield,5,5,3,7,6,1.0000,,Keep as probe/discovery route only
sprint_abc_place_exact_nt_wa_gap_wave_47,Australian Broadcasting Corporation,institutional_media_page,NT/WA,productive,19,19,7,22,39,1.0000,,Scale productive route
sprint_abc_place_exact_sa_tas_gap_wave_48,Australian Broadcasting Corporation,institutional_media_page,SA/TAS,productive,14,12,1,118,61,0.8571,,Scale productive route
sprint_abc_exact_site_map_gap_wave_49,Australian Broadcasting Corporation,institutional_media_page,WA/NT/SA/TAS/VIC/ACT,low_yield,8,5,0,52,87,0.6250,,Keep as probe/discovery route only
sprint_abc_curious_canberra_public_page_wave_50,Australian Broadcasting Corporation,institutional_media_page,ACT,low_yield,4,3,0,0,1,0.7500,,Keep as probe/discovery route only
sprint_national_trust_heritage_haunts_public_page_wave_51,National Trust of Australia,institutional_history_and_media_pages,NSW/VIC,low_yield,11,0,0,0,11,0.0000,public_page_low_yield_or_exhausted,Keep as probe/discovery route only
sprint_national_trust_spooky_stories_nsw_wave_52,National Trust of Australia (NSW),institutional_history_article,NSW,low_yield,4,4,4,0,0,1.0000,,Keep as probe/discovery route only
sprint_national_trust_spooky_stories_nsw_wave_53,National Trust of Australia (NSW),institutional_history_article,NSW,low_yield,2,2,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_modern_institutional_place_ghosts_wave_54,Australian Broadcasting Corporation / State Library Victoria,institutional_history_and_media_pages,WA/SA/VIC,low_yield,2,2,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_slv_crowther_christmas_ghost_wave_55,State Library Victoria,institutional_history_article,VIC,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_slv_iolanthe_spiritualist_record_wave_56,State Library Victoria,institutional_history_article,VIC,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_fremantle_arts_centre_wave_57,Australian Broadcasting Corporation,institutional_media_page,WA,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_old_adelaide_gaol_invisible_man_wave_58,Australian Broadcasting Corporation,institutional_media_page,SA,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_slv_black_rock_house_spirit_wave_59,State Library Victoria,institutional_history_article,VIC,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_tas_east_coast_piermont_alice_wave_60,Australian Broadcasting Corporation / Glamorgan Spring Bay Historical Society,institutional_media_page,TAS,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_tas_livestream_distinct_figures_wave_61,Australian Broadcasting Corporation,institutional_media_page,TAS,low_yield,2,2,0,0,0,1.0000,,Keep as probe/discovery route only
sprint_abc_sylvania_station_spirits_41,Australian Broadcasting Corporation,institutional_media_page,WA,low_yield,1,0,0,0,1,0.0000,route_cursor_exhausted,Keep as probe/discovery route only
sprint_abc_sylvania_station_spirits_corrected_wave_62,Australian Broadcasting Corporation,institutional_media_page,WA,low_yield,1,1,0,0,0,1.0000,,Keep as probe/discovery route only
